response_variable_name	database_identifier	database_namespace	treatment	signal_intensity
TNFAIP8	O95379	uniprot	Control 2h	11.26473162
RPL19	P84098	uniprot	Control 2h	37.81934259
PPHLN1	Q8NEY8	uniprot	Control 2h	23.74581406
ADPGK	Q9BRR6	uniprot	Control 2h	8.909954048
CD63	P08962	uniprot	Control 2h	62.31557253
SLC35B2	Q8TB61	uniprot	Control 2h	29.42144432
PDLIM1	O00151	uniprot	Control 2h	30.94612699
CAD	P27708	uniprot	Control 2h	0.0
PRKCSH	P14314	uniprot	Control 2h	31.04198129
TPT1	P13693	uniprot	Control 2h	0.0
CAND1	Q86VP6	uniprot	Control 2h	0.0
TARDBP	Q13148	uniprot	Control 2h	15.68694361
HP1BP3	Q5SSJ5	uniprot	Control 2h	30.20989608
CYB5B	O43169	uniprot	Control 2h	10.40833995
G3BP1	Q13283	uniprot	Control 2h	21.47320571
TRIM16	O95361	uniprot	Control 2h	27.08814201
SCP2	P22307	uniprot	Control 2h	6.199078351
SPATA5L1	Q9BVQ7	uniprot	Control 2h	10.919953999999999
HMGCS1	Q01581	uniprot	Control 2h	11.65382441
TRMT1	Q9NXH9	uniprot	Control 2h	17.81327169
HNRNPH3	P31942	uniprot	Control 2h	0.0
ECH1	Q13011	uniprot	Control 2h	7.978283418999999
ARHGAP17	Q68EM7	uniprot	Control 2h	24.41691434
BAG6	P46379	uniprot	Control 2h	6.515165195
PPP1CA	P62136	uniprot	Control 2h	25.64696694
SHC1	P29353	uniprot	Control 2h	11.96720295
TMED5	Q9Y3A6	uniprot	Control 2h	17.5410312
EFTUD2	Q15029	uniprot	Control 2h	8.673751027
RPL11	P62913	uniprot	Control 2h	20.53510823
IDI2	Q9BXS1	uniprot	Control 2h	42.35219521
	Q99873	uniprot	Control 2h	76.41769192
GPD2	P43304	uniprot	Control 2h	0.0
IDH3A	P50213	uniprot	Control 2h	2.479000188
PFDN2	Q9UHV9	uniprot	Control 2h	12.66504383
TOP1	P11387	uniprot	Control 2h	31.09086537
TMEM160	Q9NX00	uniprot	Control 2h	13.75841629
CTNNBL1	Q8WYA6	uniprot	Control 2h	18.51410279
CSDE1	O75534	uniprot	Control 2h	0.0
USP47	Q96K76	uniprot	Control 2h	48.60108641
CARS2	Q9HA77	uniprot	Control 2h	42.43387275
PPA1	Q15181	uniprot	Control 2h	2.467993103
AP1B1	Q10567	uniprot	Control 2h	30.95674516
STAT3	P40763	uniprot	Control 2h	34.67938892
SLC25A5	P05141	uniprot	Control 2h	0.0
PSMB3	P49720	uniprot	Control 2h	0.0
COPS6	Q7L5N1	uniprot	Control 2h	13.60751236
YWHAB	P31946	uniprot	Control 2h	1.6300317830000002
UBQLN2	Q9UHD9	uniprot	Control 2h	0.0
CIRBP	Q14011	uniprot	Control 2h	33.88487119
PSMC1	P62191	uniprot	Control 2h	28.6449394
PAPSS2	O95340	uniprot	Control 2h	25.1965755
AP2A1	O95782	uniprot	Control 2h	13.84335368
APEH	P13798	uniprot	Control 2h	0.0
CISD2	Q8N5K1	uniprot	Control 2h	16.93325467
MAPRE1	Q15691	uniprot	Control 2h	16.1212292
PCID2	Q5JVF3	uniprot	Control 2h	20.13163736
MYO1D	O94832	uniprot	Control 2h	15.61113808
NDUFB3	O43676	uniprot	Control 2h	37.137934
ROR2	Q01974	uniprot	Control 2h	25.65410367
CAT	P04040	uniprot	Control 2h	30.30401937
ENAH	Q8N8S7	uniprot	Control 2h	15.71114946
PFDN5	Q99471	uniprot	Control 2h	0.0
HNRNPUL2	Q1KMD3	uniprot	Control 2h	0.0
SOD1	P00441	uniprot	Control 2h	0.0
UBR4	Q5T4S7	uniprot	Control 2h	27.76019816
COX3	P00414	uniprot	Control 2h	13.24996964
CECR5; HDHD5	Q9BXW7	uniprot	Control 2h	16.20576904
C19orf21; MISP	Q8IVT2	uniprot	Control 2h	14.02369359
NNT	Q13423	uniprot	Control 2h	42.872346
PPP2R5E	Q16537	uniprot	Control 2h	3.7921986160000003
MCM7	P33993	uniprot	Control 2h	30.19425452
HNRNPR	O43390	uniprot	Control 2h	19.75235944
CDK4	P11802	uniprot	Control 2h	7.248322537000001
POLDIP2	Q9Y2S7	uniprot	Control 2h	77.55473073
ZSCAN4	Q8NAM6	uniprot	Control 2h	19.30120213
ATP5F1	P24539	uniprot	Control 2h	19.09118222
GSN	P06396	uniprot	Control 2h	5.348610154
RPP30	P78346	uniprot	Control 2h	7.4842286829999995
ANXA3	P12429	uniprot	Control 2h	0.0
DFFA	O00273	uniprot	Control 2h	12.82549646
UTP15	Q8TED0	uniprot	Control 2h	17.4784965
UQCR10	Q9UDW1	uniprot	Control 2h	12.09850242
FLII	Q13045	uniprot	Control 2h	0.0
CD99	P14209	uniprot	Control 2h	0.0
CSTF3	Q12996	uniprot	Control 2h	0.0
NAPA	P54920	uniprot	Control 2h	5.031076648
SRSF6	Q13247	uniprot	Control 2h	33.24964079
KDELR1	P24390	uniprot	Control 2h	14.65967695
HMOX1	P09601	uniprot	Control 2h	22.3613168
TYMP; SCO2	P19971	uniprot	Control 2h	21.61577124
CUL3	Q13618	uniprot	Control 2h	12.04171238
SEC31A	O94979	uniprot	Control 2h	31.78142443
TMCO1	Q9UM00	uniprot	Control 2h	11.67073244
CPSF1	Q10570	uniprot	Control 2h	0.107889256
BRIX1	Q8TDN6	uniprot	Control 2h	17.48081815
SNW1	Q13573	uniprot	Control 2h	23.50128772
ARFGAP3	Q9NP61	uniprot	Control 2h	32.89429842
DCAF7	P61962	uniprot	Control 2h	0.0
CRYZ	Q08257	uniprot	Control 2h	10.88690227
PDXDC1; LOC102724985	Q6P996	uniprot	Control 2h	0.0
GTPBP4	Q9BZE4	uniprot	Control 2h	12.33587644
CSRP2	Q16527	uniprot	Control 2h	1.4634110319999998
HEXA	P06865	uniprot	Control 2h	0.0
IKBKAP; ELP1	O95163	uniprot	Control 2h	26.11419171
TTC1	Q99614	uniprot	Control 2h	7.788399246
BTF3L4	Q96K17	uniprot	Control 2h	23.07669084
ACTR2	P61160	uniprot	Control 2h	0.0
ARPC3	O15145	uniprot	Control 2h	17.72997928
GLYR1	Q49A26	uniprot	Control 2h	0.0
MRPS7	Q9Y2R9	uniprot	Control 2h	1.1783833879999999
ERO1L; ERO1A	Q96HE7	uniprot	Control 2h	36.60588898
LRBA	P50851	uniprot	Control 2h	3.0291816560000004
TSPYL1	Q9H0U9	uniprot	Control 2h	22.86956365
TMEM11	P17152	uniprot	Control 2h	17.77074003
GLOD4	Q9HC38	uniprot	Control 2h	0.0
ACTR3	P61158	uniprot	Control 2h	23.70943593
DHCR24	Q15392	uniprot	Control 2h	6.549237584
PLRG1	O43660	uniprot	Control 2h	17.05291772
COPZ1	P61923	uniprot	Control 2h	73.08511768
CCDC124	Q96CT7	uniprot	Control 2h	24.91010387
CST3	P01034	uniprot	Control 2h	0.0
NPEPPS	P55786	uniprot	Control 2h	0.0
HINT1	P49773	uniprot	Control 2h	0.0
CDK1	P06493	uniprot	Control 2h	24.39548375
SLC27A2	O14975	uniprot	Control 2h	22.95972513
U2AF1; LOC102724594; U2AF1L5	Q01081	uniprot	Control 2h	0.0
MRFAP1	Q9Y605	uniprot	Control 2h	5.55477462
PEX16	Q9Y5Y5	uniprot	Control 2h	10.09041716
TKT	P29401	uniprot	Control 2h	0.0
ACADVL	P49748	uniprot	Control 2h	0.0
SYNCRIP	O60506	uniprot	Control 2h	14.09061648
UFD1L; UFD1	Q92890	uniprot	Control 2h	10.12795141
TNPO1	Q92973	uniprot	Control 2h	23.42769516
RAD23B	P54727	uniprot	Control 2h	33.94567161
DDX27	Q96GQ7	uniprot	Control 2h	24.59681399
EIF4A2	Q14240	uniprot	Control 2h	30.94947919
PEPD	P12955	uniprot	Control 2h	12.47765741
PRPS1	P60891	uniprot	Control 2h	1.086881527
BTF3	P20290	uniprot	Control 2h	29.05112875
ITFG3; FAM234A	Q9H0X4	uniprot	Control 2h	6.808732341
LTA4H	P09960	uniprot	Control 2h	28.56043663
PBK	Q96KB5	uniprot	Control 2h	53.87301752
BOLA2B; BOLA2; LOC107984053	Q9H3K6	uniprot	Control 2h	0.0
BRE; BABAM2	Q9NXR7	uniprot	Control 2h	0.0
ADNP	Q9H2P0	uniprot	Control 2h	9.360566618
AIFM1	O95831	uniprot	Control 2h	0.0
NIPSNAP1	Q9BPW8	uniprot	Control 2h	23.27515203
PTGES3	Q15185	uniprot	Control 2h	10.70762207
EMC4	Q5J8M3	uniprot	Control 2h	0.426233801
NR3C1	P04150	uniprot	Control 2h	0.0
CPT1A	P50416	uniprot	Control 2h	0.0
CLPP	Q16740	uniprot	Control 2h	9.521684233
ANXA11	P50995	uniprot	Control 2h	31.51585074
MCAM	P43121	uniprot	Control 2h	55.70148932
WLS	Q5T9L3	uniprot	Control 2h	10.84723872
TES	Q9UGI8	uniprot	Control 2h	22.64710277
API5	Q9BZZ5	uniprot	Control 2h	0.0
AKAP12	Q02952	uniprot	Control 2h	0.0
EMC1	Q8N766	uniprot	Control 2h	19.84867041
H1FX	Q92522	uniprot	Control 2h	4.847559425
PGAM5	Q96HS1	uniprot	Control 2h	11.09273111
LARS2	Q15031	uniprot	Control 2h	0.0
TOMM34	Q15785	uniprot	Control 2h	22.84639355
TMED4	Q7Z7H5	uniprot	Control 2h	21.96450331
ACOT9	Q9Y305	uniprot	Control 2h	6.625759031
GMNN	O75496	uniprot	Control 2h	0.0
CAPZA1	P52907	uniprot	Control 2h	29.44497223
PDCD6IP	Q8WUM4	uniprot	Control 2h	16.70050368
GTF2F1	P35269	uniprot	Control 2h	0.0
ATP5J2	P56134	uniprot	Control 2h	34.81010659
NUDT2	P50583	uniprot	Control 2h	0.0
XPNPEP1	Q9NQW7	uniprot	Control 2h	22.44099559
F11R	Q9Y624	uniprot	Control 2h	9.97435955
HSPA4L	O95757	uniprot	Control 2h	13.36977443
ELAVL1	Q15717	uniprot	Control 2h	8.893206798
UPF1	Q92900	uniprot	Control 2h	19.42140855
HMGN5	P82970	uniprot	Control 2h	20.577695600000002
GHITM	Q9H3K2	uniprot	Control 2h	15.31577812
PGP	A6NDG6	uniprot	Control 2h	27.60128191
CAMK2D	Q13557	uniprot	Control 2h	7.87776275
HSDL2	Q6YN16	uniprot	Control 2h	0.0
DDX6	P26196	uniprot	Control 2h	11.26884706
MAPRE2	Q15555	uniprot	Control 2h	8.576342515
NPEPL1	Q8NDH3	uniprot	Control 2h	25.13090034
ALDH1B1	P30837	uniprot	Control 2h	6.2145713979999995
LONP1	P36776	uniprot	Control 2h	0.0
ACSF3	Q4G176	uniprot	Control 2h	3.307524047
NDUFA2	O43678	uniprot	Control 2h	8.648150761
PPIC	P45877	uniprot	Control 2h	13.18768862
SERINC1	Q9NRX5	uniprot	Control 2h	14.73744317
COPS4	Q9BT78	uniprot	Control 2h	0.0
RBM12	Q9NTZ6	uniprot	Control 2h	28.7566831
PSMD7	P51665	uniprot	Control 2h	46.69801839
ATP6V0C	P27449	uniprot	Control 2h	24.4179124
BCAT2	O15382	uniprot	Control 2h	4.151181001
RPS11	P62280	uniprot	Control 2h	0.0
RPS26; LOC101929876; RPS26P25	P62854	uniprot	Control 2h	15.18488823
RPL27	P61353	uniprot	Control 2h	23.55332855
NPC2	P61916	uniprot	Control 2h	10.16300977
PLIN3	O60664	uniprot	Control 2h	33.53588402
CYCS	P99999	uniprot	Control 2h	42.32614124
PLOD1	Q02809	uniprot	Control 2h	31.594839899999997
HMGB2	P26583	uniprot	Control 2h	21.0896415
HNRNPA3	P51991	uniprot	Control 2h	9.647800304
DDX47	Q9H0S4	uniprot	Control 2h	5.912086864
SCAMP1	O15126	uniprot	Control 2h	24.9605971
PELP1	Q8IZL8	uniprot	Control 2h	6.12762949
RALA	P11233	uniprot	Control 2h	3.0146698169999997
CSNK2B	P67870	uniprot	Control 2h	31.90855408
TPD52L1	Q16890	uniprot	Control 2h	10.03121349
RPS20	P60866	uniprot	Control 2h	0.0
HN1; JPT1	Q9UK76	uniprot	Control 2h	10.18565159
GPI	P06744	uniprot	Control 2h	34.31999232
PSMB1	P20618	uniprot	Control 2h	21.17293048
NDUFA9	Q16795	uniprot	Control 2h	8.330806731000001
MRPL17	Q9NRX2	uniprot	Control 2h	0.0
RAB3GAP2	Q9H2M9	uniprot	Control 2h	27.27920862
ACAT2	Q9BWD1	uniprot	Control 2h	15.92232586
ABCF2	Q9UG63	uniprot	Control 2h	0.0
ACBD3	Q9H3P7	uniprot	Control 2h	22.46127565
NSDHL	Q15738	uniprot	Control 2h	21.85949734
RNMTL1; MRM3	Q9HC36	uniprot	Control 2h	13.69460546
EMC7	Q9NPA0	uniprot	Control 2h	21.40053809
FADS2	O95864	uniprot	Control 2h	0.0
RNPEP	Q9H4A4	uniprot	Control 2h	2.55256127
ARFGAP1	Q8N6T3	uniprot	Control 2h	33.40536596
CPSF6	Q16630	uniprot	Control 2h	11.79544634
CALD1	Q05682	uniprot	Control 2h	6.079495486
IDH3G	P51553	uniprot	Control 2h	24.38872446
TBCD	Q9BTW9	uniprot	Control 2h	52.15482129
SYAP1	Q96A49	uniprot	Control 2h	15.56496711
NDUFAF2	Q8N183	uniprot	Control 2h	5.1786028260000005
C19orf10; MYDGF	Q969H8	uniprot	Control 2h	5.766731302
DPM3	Q9P2X0	uniprot	Control 2h	0.0
CNDP2	Q96KP4	uniprot	Control 2h	17.06347924
DDX39B	Q13838	uniprot	Control 2h	16.63206591
EPB41L1	Q9H4G0	uniprot	Control 2h	0.0
SSR1	P43307	uniprot	Control 2h	86.21173379
PCSK9	Q8NBP7	uniprot	Control 2h	20.70127293
TPP2	P29144	uniprot	Control 2h	0.0
PRKAA1	Q13131	uniprot	Control 2h	1.598253195
ATL3	Q6DD88	uniprot	Control 2h	0.0
DARS	P14868	uniprot	Control 2h	0.0
CFL2	Q9Y281	uniprot	Control 2h	0.0
MAD2L1	Q13257	uniprot	Control 2h	10.27313017
PSMD2	Q13200	uniprot	Control 2h	0.0
XPO4	Q9C0E2	uniprot	Control 2h	7.2808722139999995
ERAP1	Q9NZ08	uniprot	Control 2h	13.55182728
ZFR	Q96KR1	uniprot	Control 2h	5.741177884
BLOC1S1	P78537	uniprot	Control 2h	0.0
SRRM2	Q9UQ35	uniprot	Control 2h	0.0
SPATS2L	Q9NUQ6	uniprot	Control 2h	8.947877134
EIF5B	O60841	uniprot	Control 2h	1.105848432
SKP1	P63208	uniprot	Control 2h	21.48454344
NDRG3	Q9UGV2	uniprot	Control 2h	0.0
PROCR	Q9UNN8	uniprot	Control 2h	0.0
CAPN1	P07384	uniprot	Control 2h	0.0
GEMIN5	Q8TEQ6	uniprot	Control 2h	0.0
DPP3	Q9NY33	uniprot	Control 2h	10.27695385
RARS	P54136	uniprot	Control 2h	0.0
MRPL11	Q9Y3B7	uniprot	Control 2h	4.513223473
STAT5B	P51692	uniprot	Control 2h	12.99289533
NME1	P15531	uniprot	Control 2h	0.147169613
SRPR; SRPRA	P08240	uniprot	Control 2h	6.925602044
RPS9	P46781	uniprot	Control 2h	0.0
DDX17	Q92841	uniprot	Control 2h	4.857558854
PHPT1	Q9NRX4	uniprot	Control 2h	4.003947381000001
KIAA0368	Q5VYK3	uniprot	Control 2h	9.865498325
ELAC2	Q9BQ52	uniprot	Control 2h	33.88185391
DCTN1	Q14203	uniprot	Control 2h	17.39001802
SMARCA1	P28370	uniprot	Control 2h	8.925592687
NELFCD; TH1L	Q8IXH7	uniprot	Control 2h	4.942740048
MRPL44	Q9H9J2	uniprot	Control 2h	0.0
ADPRHL2	Q9NX46	uniprot	Control 2h	0.0
PIGU	Q9H490	uniprot	Control 2h	2.275198632
RAB21	Q9UL25	uniprot	Control 2h	12.72909864
SEC63	Q9UGP8	uniprot	Control 2h	12.04265737
PPP2R4; PTPA	Q15257	uniprot	Control 2h	0.0
CD109	Q6YHK3	uniprot	Control 2h	7.830635652000001
MSI2	Q96DH6	uniprot	Control 2h	5.689915507
DDX1	Q92499	uniprot	Control 2h	23.26301959
GDI2	P50395	uniprot	Control 2h	0.0
	P04179	uniprot	Control 2h	6.094146921
ABHD10	Q9NUJ1	uniprot	Control 2h	1.9154016930000002
MTX2	O75431	uniprot	Control 2h	10.25631142
ZRANB2	O95218	uniprot	Control 2h	18.88228635
SMOC1	Q9H4F8	uniprot	Control 2h	23.05093823
PGLS	O95336	uniprot	Control 2h	4.887899303
RPS15	P62841	uniprot	Control 2h	27.39810642
GRPEL1	Q9HAV7	uniprot	Control 2h	12.81455848
POLR2E	P19388	uniprot	Control 2h	2.575755524
HMGN2	P05204	uniprot	Control 2h	4.408398502
ITGAV	P06756	uniprot	Control 2h	2.418486161
ERH	P84090	uniprot	Control 2h	7.014778072
RPL7A	P62424	uniprot	Control 2h	0.0
IMMT	Q16891	uniprot	Control 2h	0.0
NEMF	O60524	uniprot	Control 2h	8.101516547000001
APOL2	Q9BQE5	uniprot	Control 2h	19.90705809
SDF4	Q9BRK5	uniprot	Control 2h	34.63552755
TPM4	P67936	uniprot	Control 2h	0.0
NEGR1	Q7Z3B1	uniprot	Control 2h	1.575589924
PPME1	Q9Y570	uniprot	Control 2h	3.5786067010000004
ALDH6A1	Q02252	uniprot	Control 2h	0.0
EHD2	Q9NZN4	uniprot	Control 2h	0.0
RPS6KA3	P51812	uniprot	Control 2h	0.0
INSL4	Q14641	uniprot	Control 2h	6.804313649
CLCN7	P51798	uniprot	Control 2h	28.32961903
DR1	Q01658	uniprot	Control 2h	23.12079242
POLD1	P28340	uniprot	Control 2h	0.0
ACY1	Q03154	uniprot	Control 2h	0.0
SCCPDH	Q8NBX0	uniprot	Control 2h	4.3319608060000006
TMEM33	P57088	uniprot	Control 2h	21.24086213
SPCS3	P61009	uniprot	Control 2h	10.68271921
SRA1	Q9HD15	uniprot	Control 2h	2.782115155
GOPC	Q9HD26	uniprot	Control 2h	13.34626061
GLO1	Q04760	uniprot	Control 2h	5.884966046000001
RPL28	P46779	uniprot	Control 2h	15.94192841
GOLIM4	O00461	uniprot	Control 2h	15.67793876
ELOVL5	Q9NYP7	uniprot	Control 2h	3.724710936
ZC3H15	Q8WU90	uniprot	Control 2h	0.0
SAR1B	Q9Y6B6	uniprot	Control 2h	4.172502226000001
MAGT1	Q9H0U3	uniprot	Control 2h	5.190835165
MBOAT7	Q96N66	uniprot	Control 2h	19.23171074
HDAC2	Q92769	uniprot	Control 2h	3.717100987
RAB14	P61106	uniprot	Control 2h	10.70803157
THOC3	Q96J01	uniprot	Control 2h	0.0
COX20	Q5RI15	uniprot	Control 2h	0.0
EEF1E1	O43324	uniprot	Control 2h	26.41205636
PSMD5	Q16401	uniprot	Control 2h	0.0
PML	P29590	uniprot	Control 2h	0.0
PGM1	P36871	uniprot	Control 2h	37.91108499
AIP	O00170	uniprot	Control 2h	0.0
PIN1	Q13526	uniprot	Control 2h	13.383138899999999
ANLN	Q9NQW6	uniprot	Control 2h	18.85225546
PRDX5	P30044	uniprot	Control 2h	0.0
ATP6V1C1	P21283	uniprot	Control 2h	4.254824984
TRA2A	Q13595	uniprot	Control 2h	7.683194286
MAD1L1	Q9Y6D9	uniprot	Control 2h	10.900659300000001
RHOC	P08134	uniprot	Control 2h	16.2958856
ZNF622	Q969S3	uniprot	Control 2h	13.66938941
H2AFY	O75367	uniprot	Control 2h	78.02982843
C12orf5; TIGAR	Q9NQ88	uniprot	Control 2h	3.9723172439999996
USMG5	Q96IX5	uniprot	Control 2h	3.393122603
MRPS23	Q9Y3D9	uniprot	Control 2h	3.97351099
MLEC	Q14165	uniprot	Control 2h	12.54535514
CAPNS1	P04632	uniprot	Control 2h	34.71533101
PSMB8	P28062	uniprot	Control 2h	0.0
GLUL	P15104	uniprot	Control 2h	3.954920856
ARPC1B	O15143	uniprot	Control 2h	67.21974041
FN3K	Q9H479	uniprot	Control 2h	19.7301796
TOP2A	P11388	uniprot	Control 2h	39.27813784
XRN2	Q9H0D6	uniprot	Control 2h	27.01218129
DSG2	Q14126	uniprot	Control 2h	11.51680902
LASP1	Q14847	uniprot	Control 2h	61.72542661
CRIPT	Q9P021	uniprot	Control 2h	3.837762918
PSME1	Q06323	uniprot	Control 2h	43.66708209
EMC8	O43402	uniprot	Control 2h	3.026749529
UGT1A6	P19224	uniprot	Control 2h	32.99405769
PPP6R3	Q5H9R7	uniprot	Control 2h	1.128156233
AP1G1	O43747	uniprot	Control 2h	0.0
MOV10	Q9HCE1	uniprot	Control 2h	2.487212927
NUP43	Q8NFH3	uniprot	Control 2h	15.06870715
TM9SF2	Q99805	uniprot	Control 2h	32.12912676
SDC4	P31431	uniprot	Control 2h	13.40210351
UBE2H	P62256	uniprot	Control 2h	6.415564907
GNPNAT1	Q96EK6	uniprot	Control 2h	6.2121923489999995
PDCD11	Q14690	uniprot	Control 2h	0.0
UQCRB	P14927	uniprot	Control 2h	0.0
LAP3	P28838	uniprot	Control 2h	0.0
CHKA	P35790	uniprot	Control 2h	11.36490501
PPP6C	O00743	uniprot	Control 2h	23.48989439
SSR3	Q9UNL2	uniprot	Control 2h	0.0
ECE1	P42892	uniprot	Control 2h	18.43564677
METAP1	P53582	uniprot	Control 2h	45.37375968
TMEM41B	Q5BJD5	uniprot	Control 2h	13.68851926
CAPN2	P17655	uniprot	Control 2h	0.0
SCARB2	Q14108	uniprot	Control 2h	16.30728999
FN3KRP	Q9HA64	uniprot	Control 2h	6.33582004
MRPS18B	Q9Y676	uniprot	Control 2h	1.389716877
MCCC2	Q9HCC0	uniprot	Control 2h	15.65528048
SNRPD3	P62318	uniprot	Control 2h	0.0
AK4; LOC100507855	P27144	uniprot	Control 2h	0.0
PARD6G	Q9BYG4	uniprot	Control 2h	15.91989196
CTSL; CTSL1	P07711	uniprot	Control 2h	4.828357152
UBA5	Q9GZZ9	uniprot	Control 2h	0.0
Sep-11	Q9NVA2	uniprot	Control 2h	0.0
TRAPPC3	O43617	uniprot	Control 2h	14.22514306
AP1S1	P61966	uniprot	Control 2h	13.15756028
MAP4	P27816	uniprot	Control 2h	0.0
EIF3D	O15371	uniprot	Control 2h	3.7722406239999997
SEPW1; SELENOW	P63302	uniprot	Control 2h	23.7229757
RPL38	P63173	uniprot	Control 2h	0.0
KPNA3	O00505	uniprot	Control 2h	8.654054307000001
DYNC1I2	Q13409	uniprot	Control 2h	0.0
SF3B3	Q15393	uniprot	Control 2h	14.16107362
SVIL	O95425	uniprot	Control 2h	7.853262814
MRE11A; MRE11	P49959	uniprot	Control 2h	19.60552693
ACP1	P24666	uniprot	Control 2h	0.0
BSG	P35613	uniprot	Control 2h	3.122402516
PLBD2	Q8NHP8	uniprot	Control 2h	106.0698841
APRT	P07741	uniprot	Control 2h	0.318808542
CUL4A	Q13619	uniprot	Control 2h	3.095959722
RCN2	Q14257	uniprot	Control 2h	0.0
CASK	O14936	uniprot	Control 2h	0.0
EIF1AD	Q8N9N8	uniprot	Control 2h	12.16507405
DPM1	O60762	uniprot	Control 2h	0.0
DFNA5; GSDME	O60443	uniprot	Control 2h	22.72519455
MORF4L1	Q9UBU8	uniprot	Control 2h	9.71944441
ZMPSTE24	O75844	uniprot	Control 2h	0.0
	Q16822	uniprot	Control 2h	0.0
PAICS	P22234	uniprot	Control 2h	0.0
RECQL	P46063	uniprot	Control 2h	3.9108785189999997
MTHFS	P49914	uniprot	Control 2h	49.57799741
RTN4	Q9NQC3	uniprot	Control 2h	0.0
PRDX6	P30041	uniprot	Control 2h	0.0
AIMP2	Q13155	uniprot	Control 2h	18.15412496
PREPL	Q4J6C6	uniprot	Control 2h	4.182659325
MRPL39	Q9NYK5	uniprot	Control 2h	10.53068758
NUP160	Q12769	uniprot	Control 2h	0.0
PELO	Q9BRX2	uniprot	Control 2h	1.047383237
NOL6	Q9H6R4	uniprot	Control 2h	0.0
PEX3	P56589	uniprot	Control 2h	3.465674913
BAX	Q07812	uniprot	Control 2h	18.09547013
ITPR1	Q14643	uniprot	Control 2h	0.0
NUP153	P49790	uniprot	Control 2h	20.99354049
ACOT13	Q9NPJ3	uniprot	Control 2h	20.47444286
ATRX	P46100	uniprot	Control 2h	0.0
ACSL3	O95573	uniprot	Control 2h	24.37807013
EBP	Q15125	uniprot	Control 2h	8.123220337000001
COX5B	P10606	uniprot	Control 2h	0.0
RPS24	P62847	uniprot	Control 2h	0.0
BUB3	O43684	uniprot	Control 2h	0.0
RPL22	P35268	uniprot	Control 2h	0.0
	P0DTC2	uniprot	Control 2h	0.0
SEC13	P55735	uniprot	Control 2h	4.216633992
LMNB2	Q03252	uniprot	Control 2h	43.60917867
PRRC2C	Q9Y520	uniprot	Control 2h	11.24074777
FLYWCH2	Q96CP2	uniprot	Control 2h	1.174226929
UBE2Z	Q9H832	uniprot	Control 2h	8.904143685
SAFB	Q15424	uniprot	Control 2h	5.468911371
PSME2	Q9UL46	uniprot	Control 2h	3.1283596680000003
RAB5B	P61020	uniprot	Control 2h	0.0
PAWR	Q96IZ0	uniprot	Control 2h	2.309563254
RPS3A	P61247	uniprot	Control 2h	0.0
ERI1	Q8IV48	uniprot	Control 2h	3.661821456
HSBP1	O75506	uniprot	Control 2h	6.50817459
H2AFV	Q71UI9	uniprot	Control 2h	0.0
EXOSC6	Q5RKV6	uniprot	Control 2h	9.356304361
DDX39A	O00148	uniprot	Control 2h	3.021298418
MNAT1	P51948	uniprot	Control 2h	0.0
TMPO	P42167	uniprot	Control 2h	0.0
RBM8A; LOC101060541	Q9Y5S9	uniprot	Control 2h	14.44510914
CDC5L	Q99459	uniprot	Control 2h	8.644478464
COPS5	Q92905	uniprot	Control 2h	1.295035804
PPP2CA	P67775	uniprot	Control 2h	0.0
COX2	P00403	uniprot	Control 2h	0.0
TMED2	Q15363	uniprot	Control 2h	0.0
HMOX2	P30519	uniprot	Control 2h	16.11511752
HEATR1	Q9H583	uniprot	Control 2h	4.7634672
WDR12	Q9GZL7	uniprot	Control 2h	0.43943446
INPPL1	O15357	uniprot	Control 2h	30.22199492
DHX36	Q9H2U1	uniprot	Control 2h	0.0
RPLP2	P05387	uniprot	Control 2h	20.33006546
ERGIC3	Q9Y282	uniprot	Control 2h	0.0
OPTN	Q96CV9	uniprot	Control 2h	1.27423646
TIMM13	Q9Y5L4	uniprot	Control 2h	28.57530876
FARSB	Q9NSD9	uniprot	Control 2h	8.648440583
LEO1	Q8WVC0	uniprot	Control 2h	0.0
CNPY2	Q9Y2B0	uniprot	Control 2h	0.0
CISD1	Q9NZ45	uniprot	Control 2h	4.945309147
SMCHD1	A6NHR9	uniprot	Control 2h	4.789754168
RBMXL1	Q96E39	uniprot	Control 2h	6.630533164
SNX2	O60749	uniprot	Control 2h	7.893965063
DHX16	O60231	uniprot	Control 2h	2.850284297
DLAT	P10515	uniprot	Control 2h	14.61827818
TRMT10C	Q7L0Y3	uniprot	Control 2h	0.0
ATP2A2	P16615	uniprot	Control 2h	10.26610067
PTPLAD1; HACD3	Q9P035	uniprot	Control 2h	15.07710034
CMBL	Q96DG6	uniprot	Control 2h	11.18958551
VAMP7	P51809	uniprot	Control 2h	9.633250621
OGFR	Q9NZT2	uniprot	Control 2h	0.0
RBM42	Q9BTD8	uniprot	Control 2h	14.34480271
ECHDC3	Q96DC8	uniprot	Control 2h	0.0
TOM1	O60784	uniprot	Control 2h	0.0
CSTB	P04080	uniprot	Control 2h	1.6482061140000002
SAFB2	Q14151	uniprot	Control 2h	16.45152671
FMR1	Q06787	uniprot	Control 2h	3.261274935
C12orf10	Q9HB07	uniprot	Control 2h	0.0
BUD31	P41223	uniprot	Control 2h	22.60508282
CERS2	Q96G23	uniprot	Control 2h	2.9127654119999997
ATP5H	O75947	uniprot	Control 2h	9.629596277000001
VPS35	Q96QK1	uniprot	Control 2h	18.16188717
UBAP1	Q9NZ09	uniprot	Control 2h	0.0
